,artist,song,link,text
47077,Our Lady Peace,Sleeping In,/o/our+lady+peace/sleeping+in_20619378.html,"Souls, although where we meet. This  
Hose a lazy Morphine.  
But I, I'm stretching to see over  
Your shoulders and past your priest  
And paper cups and paper shoes  
Give backs to me, but I see right  
through  
And I know why you overslept  
So gray, gray, slow rain.  
  
I'm happier than you.  
And I'm too high to follow through  
Home, like the bedpan he needs.  
And the hose, that's not supposed to be  
But I, I'm stretching to see over your  
Flowers and Time magazines  
Now I believe in what you do  
The pain will cease  
Well I know why you overslept  
To be home, to be

"
38544,Johnny Cash,I Never Picked Cotton,/j/johnny+cash/i+never+picked+cotton_20287233.html,"[Chorus]  
I never picked cotton  
But my mother did  
And my brother did  
And my sister did  
And my daddy died young  
Workin' in a coal mine  
  
When I was just a baby  
Too little for a cotton sack  
I played in the dirt  
While others worked  
Til they couldn't straighten their backs  
I made myself a promise  
When I was big enough to run  
That I'd never stay a single day  
In that Oklahoma sun  
  
[Chorus]  
  
Folks said I grew up early  
And that the farm couldn't hold me then so I stole ten bucks  
And a pickup truck  
And I never went back again  
Then it was fast cars and whiskey  
Long haired girls and fun  
I had everything that money could bring  
And I took it with a gun  
  
[Chorus]  
  
It was Saturday night in Memphis  
When a redneck grabbed my shirt  
When he said go back to your cotton sack  
I left him dying in the dirt  
They'll take me in the morning  
To the gallos just outside  
And in the time I got  
There ain't a hell of a lot  
That I can look back on with pride

"
5585,Everclear,13 Years,/e/everclear/13+years_20052060.html,"Woke up sweating in the sun  
Sprawled across my big brother's grave  
Shaking and drunk with sleep  
I crawled to my feet and walked up into the shade  
Of a young elm tree that must have been planted since the last we came  
Vicki, my mom, and me, cleaned the dirt  
From the plaque that says his name  
Walking to my girlfriend's car  
Came back down on me  
Yeah, I guess I fell to my knees  
To keep from falling face-first into the dream  
The vision that had had me twisting out under the afternoon sky  
I didn't know it then  
But it was thirteen years to the day he died  
  
He held his hand in me  
Like brothers we walked  
Through the colorless world of an alcohol dream  
I talked for hours  
Trying the break through the silence  
That he held over me  
Then he started away, turned his head  
Keep it up so you can die like me  
  
Ever since my brother odied  
I've drifted all over from town to town to town  
Every place I go it's always the same  
I keep doing junk, I keep going down  
My mama got religion and my sisters gave up  
Man I just gave up too  
I just died inside  
Don't wanna die like george  
Everybody says there's things to see  
Everybody's pointing their fingers at me  
  
I woke up driving  
After another blackout from another bad drug  
I can't shake this hell that I made for myself  
For every other life I took  
See my sister's son walk the line I walked  
He's only sixteen  
If he don't learn from my mistakes  
He's gonna waste away  
He's gonna die like me

"
50694,Rem,Passenger (As Performed On BBC's 'Later' With Jools Holland),/r/rem/passenger+as+performed+on+bbcs+later+with+jools+holland_20293418.html,"I am the passenger  
And I ride and I ride  
I ride through the city's backside  
And everything will be alright  
And everything is yours and mine tonight.  
  
La la la la  
La-la-la-la  
La la la la  
La-la-la-la  
La la la la  
La-la-la-la  
La la  
  
I am the passenger  
Yeah I ride and I ride  
I ride through the city's backside  
I ride through the city at night  
And everything is yours and mine  
And everything is yours and mine  
And everything is yours and mine tonight.  
  
Sing la la la la  
La-la-la-la  
La la la la  
La-la-la-la  
La la la la  
La-la-la-la  
La la  
  
I am the passenger  
Yeah I ride and I ride  
I ride through the city at night  
I ride through this torn-down side  
And everything is yours and mine  
Mark out what's yours and mine  
We'll make what's yours and mine tonight  
We'll make what's yours and mine tonight  
  
Everything will be alright  
Yeah everything will be alright  
Everything will be alright tonight.  
  
Sing la la la la  
La-la-la-la  
La la la la  
La-la-la-la  
La la la la  
La-la-la-la  
La la  
  
(repeat)

"
16196,P!nk,To Love Me Now,/p/pnk/to+love+me+now_20894221.html,"Why do you feel so good?  
How you make me feel like this  
I think I'm hypnotized  
It started with a kiss  
  
We shouldn't do this  
We both know it's wrong  
We both have someone,  
To them our hearts belong  
  
Quick, before you go, take off my clothes  
And dance with me, yeah  
  
Don't stress me out  
Don't talk about  
No promises  
Your privileges  
To love me now  
  
Baby, do not think too much  
I'm not asking for love  
Let me tell you what I like  
Get behind me, hold me tight  
  
Don't be afraid  
Take it slow baby  
And it's okay  
If you forget my name  
  
Quick, before you say goodbye, let's fly  
And dance with me, yeah, oh oh oh  
  
Don't stress me out (don't do it)  
Don't talk about (don't talk)  
No promises (no promises)  
Your privileges  
To love me now  
  
Don't you wanna dance with me?  
  
Tell me  
Why is it so taboo for you to love me like you do?  
(You do, baby)  
Baby don't talk about it, let's be about it, 'cause I do  
(Baby, I do)  
Your other girl won't let you do it  
Looks like I'm the one for you  
(Looks like I'm the one for you)  
  
Don't stress me out (don't do it)  
Don't talk about (don't talk about it)  
No promises (no no no)  
Your privileges  
To love me now  
  
Boy, you wanna dance with me?  
  
Don't stress me out (no)  
Don't talk about (no)  
No promises (making no promises)  
Your privileges (uh oh oh)  
To love me now

"
34408,Grand Funk Railroad,"People, Let's Stop The War",/g/grand+funk+railroad/people+lets+stop+the+war_20062104.html,"Ooo, ooo, ooo, ooo-ooo, ooo, ooo, ooo  
  
Hey all you people, for goodness sake,  
Let's get together, what does it take,  
To make you understand the value of a man?  
I'm talkin' about your son and neighbor, yes I am. oh ...  
  
Chorus  
People let's stop the war.  
People let's stop the war.  
People let's stop the war.  
People let's stop the war.  
  
If we had a president, that did just what he said,  
The country would be just alright, and no one would be dead,  
From fighting in a war, that causes big men to get rich.  
There's money in them war machines, now ain't this a bitch? oh ...  
  
Chorus  
  
I been excited, ain't nobody ready.  
They don't know what to get ready for.  
Let's get ready and stop the war.  
  
Ooo ... excited, ain't nobody ready.  
They don't know what to get ready for.  
Let's get ready and stop the war.  
  
I been excited, ain't nobody ready.  
They don't know what to get ready for.  
Let's get ready and stop the war.  
  
Ooo ... excited, ain't nobody ready.  
They don't know what to get ready for.  
Let's get ready and stop the war.  
  
Ooo, ooo, ooo, ooo-ooo, ooo, ooo, ooo  
  
Chorus  
  
Chorus  

"
15544,Paul McCartney,All Things Must Pass,/p/paul+mccartney/all+things+must+pass_20807671.html,"Sunrise doesn't last all morning  
A cloudburst doesn't last all day  
Seems my love is up and has  
Left you with no warning  
It's not always been this gray  
All things must pass  
All things must pass away  
Sunset doesn't last all evening  
A mind can blow those clouds away  
After all this, my love is up  
And must be leaving  
It's not always been this gray  
All things must pass  
All things must pass away  
All things must pass  
None of life's dreams can last  
So, I must be on my way  
To face another day  
And darkness only stays at nighttime  
In the morning it will fade away  
Daylight is good, at arriving at the right time  
It's not always gonna be this gray  
All things must pass  
All things must pass away  
All things must pass  
All things must pass away  

"
33609,George Harrison,Soft Touch,/g/george+harrison/soft+touch_20059105.html,"You're a soft touch baby  
Like a snowflake falling  
My whole heart is melting  
As a warm sun rises  
Into joy, I'm sailing  
To your soft touch baby  
Eyes that shine from depths of your soul  
Fixed by their charm, take my control  
Love so sweet as the ocean is wide  
Caught by your waves and drawn to your side  
As a cool wind blows me  
All the treetops whisper  
To your soft touch baby  
As a new moon rises  
Those ideas of Heaven  
Fall in your soft touch, baby  
Eyes that shine from depths of your soul  
Fixed by their charm, take my control  
Love so sweet as the ocean is wide  
Caught by your waves and drawn to your side  
You're a soft touch baby  
Like a snowflake falling  
My whole heart is melting  
As a warm sun rises  
Into joy I'm sailing  
To your soft touch baby  
You're a soft touch baby  
Yes, I love that soft touch  
Hmm, that soft touch  
You're a soft touch baby  
Yes, I love that soft touch  

"
54489,Unwritten Law,Rest Of My Life,/u/unwritten+law/rest+of+my+life_10161875.html,"Am I the only one that feels alone?  
Though all is home  
Emotions flow  
  
Am I the only one that hears the tears  
Run down my face?  
Would anybody recognize at all?  
  
'cause I know  
I'm so slow  
But I'm trying  
And I'm still dying to know  
Say you won't leave for the rest of my  
  
Life's the only thing that deals the pain  
Like pouring rain now  
Breeding hate  
  
And I don't want to do no wrong  
My God, it's been so long  
Please comfort me before I go insane  
  
'cause I know  
I'm so slow  
But I'm trying  
And I'm still dying to know  
Say you won't leave for the rest of my life  
  
I know  
I'm so slow  
But I'm trying  
And I'm still dying to know  
Say you won't leave for the rest of my life  
  
The rest of my life  
Na na na na na na  
  
She said  
  
I'm slow  
But I'm trying  
And I'm still dying to know  
Say you won't leave for the rest of my  
I can't have you leave for the rest of my  
Say you won't leave for the rest of my life

"
47062,Our Lady Peace,Monkey's Gone To Heaven,/o/our+lady+peace/monkeys+gone+to+heaven_20715193.html,"Cover of Pixies song played in Texas in 1995  
  
There was a guy  
An under water guy who controlled the sea  
Got killed by ten million pounds of sludge  
From new york and new jersey  
This monkey's gone to heaven  
  
The creature in the sky  
Got sucked in ahole  
Now there's a hole in the sky  
And the ground's not cold  
And if the ground's not cold  
Everything is gonna burn  
We'll all take turns  
I'll get mine, too  
This monkey's gone to haven  
  
Rock me joe!  
  
If man is 5 [3x]  
Then the devil is 6 [5x]  
Then God is 7 [3x]  
This monkey's gone to heaven

"
41518,Leo Sayer,World Radio,/l/leo+sayer/world+radio_20718537.html,"I am the voice  
I am the radio  
You hear me loud and clear  
Across the open sky  
  
Into the night  
You hear me loud and clear  
I was thinking you're a part of my mind  
Breathing sleeping talking two of a kind  
  
I'm the voice in your head  
(do you read me)  
The word you just said  
(do you hear me)  
  
Aah - the world goes spinning around  
Aah - and you all join in with the sound  
Aah - we sing with one voice  
Like a world radio  
Aah - we sing with one voice  
Like a world radio  
  
I feel the pain  
I feel the joy and love  
You hear it loud and clear  
But should the music stop  
  
I'll feel so low  
I'll fade and disappear  
I'm just thinking that we're two of a kind  
Think I know what's going on in your mind  
  
When the red light goes on  
(can you tell me)  
Is your green light still on  
(do your hear me)  
  
Aah - the world goes spinning around  
Aah - and you all join in with the sound  
Aah - we sing with one voice  
We're a world radio  
Aah - we sing with one voice  
We're a world radio  
The world goes spinning around  
Aah - we all join in with the sound  
Aah - we sing with one voice  
Like a world radio  
  
We join in with the sound  
The world goes spinning, spinning around  
Aah - we sing with one voice  
We're a world radio  
  
Aah - we sing with one voice  
We're a world radio  
Radio  
Is the green light on  
(can you tell me)  
Don't put your red light on  
(do you read me)  
I know the green light's on  
Don't put, don't put your red light on  
Is the green light on

"
769,Annie,Carring The Banner,/a/annie/carring+the+banner_20647094.html,"That's my cigar  
You'll steal another  
Hey bumma's we got work to do  
Since when did you become me mada  
Ahh stop your ballin  
Hey who asked you?  
  
Try bottle alley or the harbor  
Try central park its garenteed  
Try any banker, bum or barba  
They almost all knows howda read  
  
I smell money  
You smell foul  
Met this girl last night  
Hey move you elbow  
Pass the towel  
For a buck I might  
  
Chorus:  
And its a fine life carrying the banner through it all  
A mighty fine life carrying the banner tough and tall  
Every morning we goes where we wishes  
Wes as free as finshes  
Sure beets washin dishes  
What a fine life carrying the banner through it all  
  
Its takes a smile as sweet as butta  
The kind the ladies can't resist  
It takes an orphane with a studda  
Who aint afraid to use his fist  
  
Summa stinks and winters wating  
Welcome to new york  
Boy aint nature fasinating  
When yous gotta walk  
  
Chorus  
  
Aint it a fine life carrying th banner through it all!

"
15174,Our Lady Peace,Whatever,/o/our+lady+peace/whatever_20341513.html,"There's no holding me back  
I'm not driven by fear  
I'm just driven by anger  
And you're under attack  
I'm just climbing up slowly  
I'm the one and only  
The tease, the way you lie  
The stumble in your mind  
The fear, the hope inside  
They hit here  
Hit here  
  
But whatever you need  
'Ever you got  
'Ever you want  
I'll take back again  
Whatever you need  
'Ever you got  
'Ever you want  
  
I'll take back again  
There's no holding me back  
I'm not driven by fear  
I'm just driven by anger  
And you're under attack  
I'm just climbing up slowly  
I'm the one and only  
The tease, the way you lie  
The stumble in your mind  
The fear, the hope inside  
  
They hit here  
Hit here  
But whatever you need  
'Ever you got  
'Ever you want  
I'll take back again  
Whatever you need  
  
'Ever you got  
'Ever you want  
I'll take back again  
Though whatever you need  
'Ever you got  
  
But whatever you need  
'Ever you got  
'Ever you want  
I'll take back again  
Whatever you need  
'Ever you got  
'Ever you want  
  
I'll take back again  
Whatever you need  
'Ever you got  
'Ever you want  
I'll take back again  
But whatever you need  
'Ever you got  
  
Whatever you oh oh  
Whatever you oh oh oh oh  
Whatever you oh oh  
Whatever you oh oh oh oh

"
47487,Patti Smith,Dead City,/p/patti+smith/dead+city_20105263.html,"This dead city  
Longs to be  
This dead city  
Longs to be free  
Seven screamin' horses  
Melt down in the sun  
Buildin' scenes on empty dreams  
And smokin' them one by one  
Hee haa  
The dead city  
Longs to be, yea, yea  
This dead city, yea  
Longs to be livin', ohh  
Is it any wonder  
There's squalor in the sun?  
With their broken schemes and their lotteries  
They never get nowhere  
Haa haa  
Is it any wonder  
They're spittin' at the sun?  
God's parasites in abandoned sites  
And they never have much fun  
Yeah  
Haa  
You don't need me?  
You don't need me?  
Yea I  
You don't need me?  
Well  
Mika I'll take you [incomprehensible]  
You know, you just try  
If I was a blind man  
Would you see for me?  
Or would you confuse the nature of my blues  
And refuse a hand to me  
Or is it any wonder  
Cryin' in the sun?  
Is it any wonder  
I'm cryin' in the sun?  
Well I built my dreams on your empty scenes  
Now I'm burnin' them one by one  
Haa hmm  
Oh this a damn city  
Oh this a dead city  
Immortal city  
Motor city  
Success city  
Longs to be  
Longs to be  
Longs to be  
Free  
Free  
Free  

"
57272,Ying Yang Twins,Pull My Hair,/y/ying+yang+twins/pull+my+hair_10195793.html,"[Girl Talking]  
Hey You  
You know you been talkin a lot of shit  
Whisperin in my ear  
Makin me feel all hot and bothered and shit  
Makin a muthafucka horny  
You say you can fuck  
Prove it  
  
[D-Roc]  
Look bitch  
You dun talked a whole lot of shit  
But wait til you see my dick  
I ain't really fo' the talkin game  
You dun came in the room and started handlin thangs  
First start wit brain  
Then I'ma beat the pussy up  
Hit it from the back  
And beat the pussy up  
Girl why you frontin d  
Doin all that runnin  
Be yo ass still  
Long dick comin  
Now ride on the dick like you was dancin in the club  
He really love attention  
So show him some love  
Now come up slow and jus ride the head  
Now drop down fast  
Put it all in the air  
Now turn ya ass around let me hit it from behind ya  
Put big dick inside ya  
I'ma hit it from the back while I'm pullin your hair  
You climbin up the wall but I'm pullin your hair  
Gettin freaky than a muthafucka sweatin  
I'm all on you, you all on me  
Fuckin like dogs  
Me and shawty off of the wall  
And I like the way she play with the balls  
Shawty I ain't holdin nothin back at all  
Ain't scared to put the mouf on the dick  
She swallowed it  
And she like it when a nigga be pullin her hair  
Talkin nasty to her ass while I'm pullin her hair  
  
[Chorus (Girl)]  
Now that I got you in the bed  
I'm gon pull yo hair  
Snatch yo ass up by the head  
I'm gon pull yo hair  
(Pull my hair, Pull it hard)  
(Pull my hair, Pull it tight)  
(Pull my hair, Come on baby)  
(Pull my hair) [Moans]  
(Fuck me daddy, Spank me daddy)  
(Fuck me daddy, Spank me daddy)  
(fuck me daddy, Spank me daddy)  
(Fuck me... Shit)  
  
[Girl]  
Mmmmmm You like this  
You wanna see what I have  
  
[Kaine (Girl)]  
Ay bitch  
I'm talkin to you  
(So tell me what you want me to do)  
[Clears Throat] Looka Hear  
[Moans]  
Drop down on all fours like a dog  
Now I'm lookin at yo ass 'fore I hit it  
That pussy from the back  
I'ma get it  
I'm walkin over to you wit the rubel  
(Ohhhh)  
Yo ass in trouble  
(Is it up high enough)  
I dun called yo bluff  
Fuck you til you cry  
(Uhhhhmmmm)  
You said I'd beat that pussy from the back so much,that I hurt yo sides
(Moans) Yo ass should have been built for the war (Yes)Fuck it, and if you
don't wanna wear yo tail,you need to put it in yo ass and tuck it I whispered
jus to get ya in the bed Now I'm finna pull yo hair on ya head  
(Pull it)  
Shouldn't have fucked wit me  
Shut Up!  
If ya ass coulda ran you woulda  
But you put dat there aside  
That's how my dick got between yo thighs  
Now let's all ride  
I got a 10 foot pole  
That'll go in yo hole  
Take yo soul  
Make nut come out yo nose  
Fall all on yo clothes  
  
[Chorus (Just Guy)]  
[Chorus (Girl)]

"
39810,Kelly Family,Staying Alive,/k/kelly+family/staying+alive_20331614.html,"Pick up yourself Joe  
Tell all the rest there is a way out  
If you want to get out  
Help me out  
Everybody thinks he knows the way out  
But nobody dares that's why we're stuck in the ground  
Help me out  
  
Staying alive with a trigger in your head  
Staying alive with a trigger in your head  
Welcome, welcome to the real side of life  
  
Everybody's smiling, nobody's crying  
But everybody's kniving everyone from the back  
Wake up little boy  
'Cause you're living in your dreams  
Open your eyes to the real side of life  
  
Staying alive...  
  
I try to be good (yes you are)  
But no one seems to care (oh here he goes again)  
The harder you try (you never tried)  
The more they try to break me (you never tried anything you)  
I try to be good (oh here he goes again)  
Bu no one seems to care  
The harder I try (I told you to do what they told you)  
The more they try to break me (you damn kid)  
Welcome, wlecome to the real side of life  
  
Is it dope you want or is it a gun you want  
You spell out what you want  
And then I'll get you what you want  
I want it all and I want it now  
I'm gonna go ahead and grab it all  
Just for myself  
  
Staying alive...

"
47005,Otis Redding,Something Is Worrying Me,/o/otis+redding/something+is+worrying+me_20561784.html,"Something is worrying me, yeah  
And that something is driving me in misery, oh  
I can tell the way things change  
That you've been loving some other man  
That's why something keeps on worrying me, yes it is  
That's why something is worrying me, oh  
  
I can tell by the look in your eye  
I can tell by the way you smile  
I know things haven't been this way  
I stopped to love you each and every day  
And that something keeps on worrying me, yeah  
That's why something is driving me in misery, yeah  
  
I can tell by the look in your eye  
That you've been loving some other guy  
That's why something keeps on worrying me, oh yes it is  
That's why something keeps on worrying me, darling  
That something baby  
Is deep down in my heart  
Is worrying me baby  
I know you love somebody  
I know you have somebody else  
It's worrying me baby  
I need you right here by my side

"
